title,price
"Asus Vivobook Go 15 E1504FA-BQ1741 Ryzen 5 7520U 8 GB 512 GB SSD Radeon 610M 15.6"" Full HD NotebookEn Ucuz16.889,06 TL+30 FİYATÜrüne Git (+30)50+ alarm",16889.06
"Asus Zenbook 14 UX3405CA-QL286W Ultra 7 255H 16 GB 512 GB SSD Arc 140T 14"" WUXGA NotebookEn Ucuz47.799,00 TL+10 FİYATÜrüne Git (+10)50+ alarm",47799.0
"Asus Vivobook S16 S3607VA-RP012 i7-13620H 16 GB 1 TB SSD UHD Graphics 16"" WUXGA NotebookEn Ucuz37.049,03 TL+24 FİYATÜrüne Git (+24)10+ alarm",37049.03
"Asus Vivobook 16 V3607VU-RP285W Core 5 210H 8 GB 512 GB SSD RTX4050 16"" WUXGA NotebookEn Ucuz40.999,00 TL+5 FİYATÜrüne Git (+5)50+ alarm",40999.0
"Asus ZenBook Duo UX8406CA-PZ062W Ultra 7 255H 32 GB 1 TB SSD Arc 140T 14"" İkisi Bir Arada NotebookEn Ucuz88.199,02 TL+7 FİYATÜrüne Git (+7)50+ alarm",88199.02
"Asus Vivobook 15 X1504VA-NJ2011 i5-1334U 8 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD NotebookEn Ucuz21.899,00 TL+6 FİYATÜrüne Git (+6)50+ alarm",21899.0
"Asus ZenBook 14 UX3405CA-PP485W Ultra 9 285H 32 GB 1 TB SSD Arc 140T 14"" NotebookEn Ucuz69.509,00 TL+12 FİYATÜrüne Git (+12)50+ alarm",69509.0
"Asus Zenbook S 16 OLED UM5606WA-RK295W Ryzen AI 9 HX 370 32 GB 1 TB SSD Radeon 890M 16"" NotebookEn Ucuz78.399,02 TL+6 FİYATÜrüne Git (+6)50+ alarm",78399.02
"Asus Zenbook 14 OLED UX3405CA-QL571W Ultra 7 255H 16 GB 512 GB SSD Arc 140T 14"" WUXGA NotebookEn Ucuz46.999,00 TL+35 FİYATÜrüne Git (+35)50+ alarm",46999.0
"Asus Vivobook S16 S3607VA-RP012W i7-13620H 16 GB 1 TB SSD UHD Graphics 16"" WUXGA NotebookEn Ucuz39.634,06 TL+4 FİYATÜrüne Git (+4)10+ alarm",39634.06
"Asus Zenbook 14 UX3405CA-PP372W Intel Core Ultra 9 285H 32GB 1tb SSD OLED 120hz 2.8k Windows 11 Home 14"" Taşınabilir BilgisayarEn Ucuz69.999,00 TL+14 FİYATÜrüne Git (+14)50+ alarm",69999.0
"Asus ExpertBook P5 P5405CSA-I7321TBS0D Ultra 7 258V 32 GB 1 TB SSD Arc Graphics 14"" WQXGA NotebookEn Ucuz50.902,78 TL+39 FİYATÜrüne Git (+39)50+ alarm",50902.78
"ASUS Vivobook 15 M1502YA-BQ579 AMD Ryzen 7 5825U 16GB 512GB SSD FreeDOS 15.6"" Taşınabilir Bilgisayar - 512 GB - 16 GBEn Ucuz%620.899,05 TL+5 FİYATÜrüne Git (+5)10+ alarm",20899.05
"Asus Vivobook S16 S3607VA-RP030W i5-13420H 16 GB 1 TB SSD UHD Graphics 16"" WUXGA NotebookEn Ucuz%532.999,00 TL+10 FİYATÜrüne Git (+10)50+ alarm",32999.0
"Asus Vivobook 15 X1502VA-BQ523W i7-13620H 16 GB 512 GB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz33.489,00 TL+1 FİYATÜrüne Git (+1)",33489.0
"Asus Vivobook S14 S3407VA-LY015 i5-13420H 16 GB 512 GB SSD UHD Graphics 14"" WUXGA NotebookEn Ucuz26.590,50 TL+36 FİYATÜrüne Git (+36)10+ alarm",26590.5
"Asus Vivobook Go 15 E1504FA-NJ115 Ryzen 5 7520U 8 GB 512 GB SSD Radeon Graphics 15.6"" Full HD NotebookEn Ucuz18.140,00 TL+19 FİYATÜrüne Git (+19)50+ alarm",18140.0
"Asus B1403CVA-I516G512B3D i5-1334U 16 GB 512 GB SSD Iris Xe Graphics 14"" NotebookEn Ucuz23.000,00 TL+16 FİYATÜrüne Git (+16)",23795.48
"ASUS Vivobook 15 X1504VA-NJ2642 Intel Core i3-1315U 8GB 512GB SSD FreeDOS 15.6"" Taşınabilir Bilgisayar - 512 GB - 8 GBEn Ucuz16.999,00 TL+5 FİYATÜrüne Git (+5)10+ alarm",16999.0
"Asus ZenBook 14 OLED UM3406KA-PP196W Ryzen AI 7 350 16 GB 512 GB SSD Radeon 860M 14"" NotebookEn Ucuz49.349,06 TLTEK FİYATÜrüne Git50+ alarm",49349.06
"Asus ZenBook A14 Copilot+ UX3407QA-QD380W Snapdragon X X1-26-100 16 GB 512 GB SSD Adreno 14"" WUXGA NotebookEn Ucuz46.999,00 TL+2 FİYATÜrüne Git (+2)50+ alarm",46999.0
"Asus ZenBook 14 UX3402VA-KP659W i5-13500H 8 GB 512 GB SSD Iris Xe Graphics 14"" WQXGA NotebookEn Ucuz37.999,00 TLTEK FİYATÜrüne Git100+ alarm",37999.0
"Asus Vivobook 15 X1502VA-NJ869 i5-13420H 8 GB 512 GB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz21.207,50 TL+5 FİYATÜrüne Git (+5)50+ alarm",21207.5
"Asus Vivobook 15 X1504VA-NJ2770 i7-1355U 16 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD NotebookEn Ucuz26.459,06 TL+9 FİYATÜrüne Git (+9)10+ alarm",26459.06
"Asus Vivobook S3607QA-SH037W Snapdragon X X1-26-100 16 GB 1 TB SSD Adreno 16"" WUXGA NotebookEn Ucuz38.999,07 TL+9 FİYATÜrüne Git (+9)10+ alarm",38999.07
"Asus Vivobook 15 X1504VA-NJ3665 Core 5 120U 8 GB 512 GB SSD Intel Graphics 15.6"" Full HD NotebookEn Ucuz19.999,00 TL+18 FİYATÜrüne Git (+18)10+ alarm",19999.0
"Asus Vivobook 16X K3605VC-RP423 i5-13420H 8 GB 512 GB SSD RTX3050 16"" WUXGA NotebookEn Ucuz34.909,06 TL+2 FİYATÜrüne Git (+2)10+ alarm",34909.06
"Asus Zenbook DUO UX8406CA-PZ207W Ultra 9 285H 32 GB 2 TB SSD Arc Graphics 14"" NotebookEn Ucuz111.499,00 TL+2 FİYATÜrüne Git (+2)50+ alarm",111499.0
"Asus Zenbook S 16 OLED UM5606KA-RK120W Ryzen AI 7 350 16 GB 1 TB SSD Radeon 860M 16"" NotebookEn Ucuz72.009,83 TL+3 FİYATÜrüne Git (+3)50+ alarm",72009.83
"Asus Vivobook S 14 S5406SA-QD146W Ultra 7 258V 32 GB 1 TB SSD Arc Graphics 14"" WUXGA NotebookEn Ucuz55.999,00 TLTEK FİYATÜrüne Git50+ alarm",55999.0
"Asus ZenBook Duo UX8406CA-PZ218W Ultra 7 255H 32 GB 1 TB SSD Arc Graphics 14"" İkisi Bir Arada NotebookEn Ucuz88.110,00 TL+7 FİYATÜrüne Git (+7)50+ alarm",88110.0
"Asus Vivobook Go 15 E1504FA-BQ1741 Ryzen 5 7520U 8 GB 512 GB SSD Radeon 610M 15.6"" Full HD NotebookEn Ucuz16.889,06 TL+30 FİYATÜrüne Git (+30)50+ alarm",16889.06
"Asus Zenbook 14 UX3405CA-QL286W Ultra 7 255H 16 GB 512 GB SSD Arc 140T 14"" WUXGA NotebookEn Ucuz47.799,00 TL+10 FİYATÜrüne Git (+10)50+ alarm",47799.0
"Asus Vivobook S16 S3607VA-RP012 i7-13620H 16 GB 1 TB SSD UHD Graphics 16"" WUXGA NotebookEn Ucuz37.049,03 TL+24 FİYATÜrüne Git (+24)10+ alarm",37049.03
"Asus Vivobook 16 V3607VU-RP285W Core 5 210H 8 GB 512 GB SSD RTX4050 16"" WUXGA NotebookEn Ucuz40.999,00 TL+5 FİYATÜrüne Git (+5)50+ alarm",40999.0
"Asus ZenBook Duo UX8406CA-PZ062W Ultra 7 255H 32 GB 1 TB SSD Arc 140T 14"" İkisi Bir Arada NotebookEn Ucuz88.199,02 TL+7 FİYATÜrüne Git (+7)50+ alarm",88199.02
"Asus Vivobook 15 X1504VA-NJ2011 i5-1334U 8 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD NotebookEn Ucuz21.899,00 TL+6 FİYATÜrüne Git (+6)50+ alarm",21899.0
"Asus ZenBook 14 UX3405CA-PP485W Ultra 9 285H 32 GB 1 TB SSD Arc 140T 14"" NotebookEn Ucuz69.509,00 TL+12 FİYATÜrüne Git (+12)50+ alarm",69509.0
"Asus Zenbook S 16 OLED UM5606WA-RK295W Ryzen AI 9 HX 370 32 GB 1 TB SSD Radeon 890M 16"" NotebookEn Ucuz78.399,02 TL+6 FİYATÜrüne Git (+6)50+ alarm",78399.02
"Asus Zenbook 14 OLED UX3405CA-QL571W Ultra 7 255H 16 GB 512 GB SSD Arc 140T 14"" WUXGA NotebookEn Ucuz46.999,00 TL+35 FİYATÜrüne Git (+35)50+ alarm",46999.0
"Asus Vivobook S16 S3607VA-RP012W i7-13620H 16 GB 1 TB SSD UHD Graphics 16"" WUXGA NotebookEn Ucuz39.634,06 TL+4 FİYATÜrüne Git (+4)10+ alarm",39634.06
"Asus Zenbook 14 UX3405CA-PP372W Intel Core Ultra 9 285H 32GB 1tb SSD OLED 120hz 2.8k Windows 11 Home 14"" Taşınabilir BilgisayarEn Ucuz69.999,00 TL+14 FİYATÜrüne Git (+14)50+ alarm",69999.0
"Asus ExpertBook P5 P5405CSA-I7321TBS0D Ultra 7 258V 32 GB 1 TB SSD Arc Graphics 14"" WQXGA NotebookEn Ucuz50.902,78 TL+39 FİYATÜrüne Git (+39)50+ alarm",50902.78
"ASUS Vivobook 15 M1502YA-BQ579 AMD Ryzen 7 5825U 16GB 512GB SSD FreeDOS 15.6"" Taşınabilir Bilgisayar - 512 GB - 16 GBEn Ucuz%620.899,05 TL+5 FİYATÜrüne Git (+5)10+ alarm",20899.05
"Asus Vivobook S16 S3607VA-RP030W i5-13420H 16 GB 1 TB SSD UHD Graphics 16"" WUXGA NotebookEn Ucuz%532.999,00 TL+10 FİYATÜrüne Git (+10)50+ alarm",32999.0
"Asus Vivobook 15 X1502VA-BQ523W i7-13620H 16 GB 512 GB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz33.489,00 TL+1 FİYATÜrüne Git (+1)",33489.0
"Asus Vivobook S14 S3407VA-LY015 i5-13420H 16 GB 512 GB SSD UHD Graphics 14"" WUXGA NotebookEn Ucuz26.590,50 TL+36 FİYATÜrüne Git (+36)10+ alarm",26590.5
"Asus Vivobook Go 15 E1504FA-NJ115 Ryzen 5 7520U 8 GB 512 GB SSD Radeon Graphics 15.6"" Full HD NotebookEn Ucuz18.322,00 TL+19 FİYATÜrüne Git (+19)50+ alarm",18140.0
"Asus B1403CVA-I516G512B3D i5-1334U 16 GB 512 GB SSD Iris Xe Graphics 14"" NotebookEn Ucuz23.000,00 TL+16 FİYATÜrüne Git (+16)",23795.48
"ASUS Vivobook 15 X1504VA-NJ2642 Intel Core i3-1315U 8GB 512GB SSD FreeDOS 15.6"" Taşınabilir Bilgisayar - 512 GB - 8 GBEn Ucuz16.999,00 TL+5 FİYATÜrüne Git (+5)10+ alarm",16999.0
"Asus ZenBook 14 OLED UM3406KA-PP196W Ryzen AI 7 350 16 GB 512 GB SSD Radeon 860M 14"" NotebookEn Ucuz49.349,06 TLTEK FİYATÜrüne Git50+ alarm",49349.06
"Asus ZenBook A14 Copilot+ UX3407QA-QD380W Snapdragon X X1-26-100 16 GB 512 GB SSD Adreno 14"" WUXGA NotebookEn Ucuz46.999,00 TL+2 FİYATÜrüne Git (+2)50+ alarm",46999.0
"Asus ZenBook 14 UX3402VA-KP659W i5-13500H 8 GB 512 GB SSD Iris Xe Graphics 14"" WQXGA NotebookEn Ucuz37.999,00 TLTEK FİYATÜrüne Git100+ alarm",37999.0
"Asus Vivobook 15 X1502VA-NJ869 i5-13420H 8 GB 512 GB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz21.207,50 TL+5 FİYATÜrüne Git (+5)50+ alarm",21207.5
"Asus Vivobook 15 X1504VA-NJ2770 i7-1355U 16 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD NotebookEn Ucuz26.459,06 TL+9 FİYATÜrüne Git (+9)10+ alarm",26459.06
"Asus Vivobook S3607QA-SH037W Snapdragon X X1-26-100 16 GB 1 TB SSD Adreno 16"" WUXGA NotebookEn Ucuz38.999,07 TL+9 FİYATÜrüne Git (+9)10+ alarm",38999.07
"Asus Vivobook 15 X1504VA-NJ3665 Core 5 120U 8 GB 512 GB SSD Intel Graphics 15.6"" Full HD NotebookEn Ucuz19.999,00 TL+18 FİYATÜrüne Git (+18)10+ alarm",19999.0
"Asus Vivobook 16X K3605VC-RP423 i5-13420H 8 GB 512 GB SSD RTX3050 16"" WUXGA NotebookEn Ucuz34.909,06 TL+2 FİYATÜrüne Git (+2)10+ alarm",34909.06
"Asus Zenbook DUO UX8406CA-PZ207W Ultra 9 285H 32 GB 2 TB SSD Arc Graphics 14"" NotebookEn Ucuz111.499,00 TL+2 FİYATÜrüne Git (+2)50+ alarm",111499.0
"Asus Zenbook S 16 OLED UM5606KA-RK120W Ryzen AI 7 350 16 GB 1 TB SSD Radeon 860M 16"" NotebookEn Ucuz72.009,83 TL+3 FİYATÜrüne Git (+3)50+ alarm",72009.83
"Asus Vivobook S 14 S5406SA-QD146W Ultra 7 258V 32 GB 1 TB SSD Arc Graphics 14"" WUXGA NotebookEn Ucuz55.999,00 TLTEK FİYATÜrüne Git50+ alarm",55999.0
"Asus ZenBook Duo UX8406CA-PZ218W Ultra 7 255H 32 GB 1 TB SSD Arc Graphics 14"" İkisi Bir Arada NotebookEn Ucuz88.110,00 TL+7 FİYATÜrüne Git (+7)50+ alarm",88110.0
