title,price
"macbook pro 2008İkinci elEn Ucuz850,00 TL",850.0
2 ADET SATILIK YEDEK PARÇA AMAÇLI NOTEBOOKEn Ucuz,900.0
Hp intel çift çekirdek 3 gb.ram 250gb harddisk 4 usb laptop pil bitik yer GebzeEn Ucuz,990.0
Sony Vaio PCG-7141M 15.4 inç laptop (görüntü yok)En Ucuz,1000.0
"Acer Aspire 5315 Notebookİkinci elEn Ucuz1.000,00 TL",1000.0
"Engo Casper Nirvana X600 15.6 "" Mat Ekran Koruyucu 16:9En Ucuz1.099,90 TLTEK FİYAT",1099.9
"MSI S262 12.1 inç Notebookİkinci elEn Ucuz1.200,00 TL",1200.0
Hp presario C700 NotebookEn Ucuz,1300.0
"PACKARD BELL MINIBOK YEDEK PARÇA-ÜCRETSİZ KARGOİkinci elEn Ucuz1.425,00 TL",1425.0
HP CHROMEBOOK G8 EE 13.3 LAPTOP-NOTEBOOKEn Ucuz,1500.0
HP Compaq nx 7300 laptopEn Ucuz,1614.0
Casper Nirvana N410 BilgisayarEn Ucuz,1699.0
"Hometech Ht-Book14b Yedek Parçaları (Lütfen Fiyat Bilgisi İçin Firmamız İle İletişime Geçiniz)En Ucuz1.899,05 TLTEK FİYAT",1899.05
Acer intel i3 4 çekirdek işlemci 3 Gb. Ram 320 Gb.ssd harddisk HDMİ ekran bağlantısı kamera kart okuyucu pil iyi 3 saatEn Ucuz,1990.0
"2.El Apple Macbook A1342- P8600- 4 Gb Ram- 120 Gb Ssd - Nvıdıa 320MEn Ucuz1.995,00 TLTEK FİYAT",1995.0
leptopEn Ucuz,2000.0
Lenovo V310-15IKB Arızalı NotebookEn Ucuz,2200.0
Samsung İ5 2.Nesil R520 LaptopEn Ucuz,2250.0
Asus k52j intel i3 işlemci uygun fiyata iş görürEn Ucuz,2375.0
hp Compaq laptop HediyeliEn Ucuz,2375.0
Hp Pavilion g6 Notebook 15.6 inçEn Ucuz,2377.0
Dell Latitude E4300 Laptop 14 inçEn Ucuz,2377.0
Samsung 13.3 inç İ3 Laptop +B. KlavyeEn Ucuz10+ alarm,2499.0
