title,price
"Casper Nirvana X600.1342-DE00X-G-F i5-13420H 32 GB 500 GB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz%5725.199,00 TL+9 FİYATÜrüne Git (+9)10+ alarm",25199.0
"Dell Vostro 3520 I5 1235U 32GB 1TB SSD N1611PVNB3520UA23 15.6'' W11 Pro Taşınabilir BilgisayarEn Ucuz34.599,00 TL+4 FİYATÜrüne Git (+4)10+ alarm",34599.0
"Casper Nirvana X650.1342-DV00X-G-F i5-13420H 32 GB 500 GB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz27.062,07 TL+5 FİYATÜrüne Git (+5)",27062.07
"Dell Vostro 3510-F8066045 i5-1135G7 32 GB 512 GB SSD 15.6"" W10P Dizüstü BilgisayarEn Ucuz25.975,00 TLTEK FİYATÜrüne Git10+ alarm",25975.0
"Casper Nirvana X650.1342-DU00X-G-F i5-13420H 32 GB 250 GB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz26.132,07 TL+5 FİYATÜrüne Git (+5)",26132.07
"Casper Nirvana X750.1342-DF00R-G-F i5-13420H 32 GB 1 TB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz39.524,07 TL+5 FİYATÜrüne Git (+5)",39524.07
"Casper Nirvana X650.1342-DF00P-G-F i5-13420H 32 GB 1 TB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz32.901,55 TL+5 FİYATÜrüne Git (+5)",32901.55
"Casper Nirvana X650.1342-DU00P-G-F i5-13420H 32 GB 250 GB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz30.514,05 TL+5 FİYATÜrüne Git (+5)",30514.05
"Casper Nirvana X600.1342-DF00R-G-F i5-13420H 32 GB 1 TB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz35.698,00 TLTEK FİYATÜrüne Git",35698.0
"Casper Nirvana X600.1245-DF00X-G-F i5-12450H 32 GB 1 TB SSD UHD Graphics 15.6"" Full HD NotebookEn Ucuz54.896,00 TLTEK FİYATÜrüne Git10+ alarm",54896.0
