itemId,title,price,currency,condition,conditionId,category,categoryId,imageUrl,sellerUsername,sellerFeedback,sellerPositivePercent,itemLocation,shippingPrice
v1|205814283015|0,"Lenovo - IdeaPad 1 15.6"" Full HD Laptop - AMD Ryzen 5 7520U 2022 - 8GB Memory...",12809.273009999999,USD,New,1000,,,https://i.ebayimg.com/images/g/q9EAAeSwD11pO8oL/s-l225.jpg,best_buy,909688,,US,0.0
v1|297615079175|0,Dell Latitude 3190 2 in 1 11.6 Intel N5030 @1.10GHz 8GB 128GB SSD,3159.7259999999997,USD,Used,3000,,,https://i.ebayimg.com/images/g/nqUAAeSwFuhobZCw/s-l225.jpg,hawk_line,35229,,US,0.0
v1|114994346503|0,"Gateway GWTC116-2BK 11.6"" HD Touchscreen Laptop Celeron N4020 1.1GHz Intel UHD",2177.649,USD,Used,3000,,,https://i.ebayimg.com/images/g/KYwAAeSwVRRpKiT3/s-l225.jpg,vipoutlet,567871,,US,0.0
v1|257158070932|0,Lenovo ThinkPad X13s Gen 1 Snapdragon 8cx Gen 3 16GB DDR4 500GB NVMe Win 11 Pro,9607.275,USD,Used,3000,,,https://i.ebayimg.com/images/g/Pq0AAeSwAupo1uq3/s-l225.jpg,transpereonline,7151,,US,18.75
v1|116507650119|0,"15.6"" DELL Latitude Laptop: Intel i5! 16GB RAM! 256GB SSD! Zorin Core Edition!",6829.70505,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/DzsAAeSwCQBpHiuy/s-l225.jpg,rinuvo,10364,,US,0.0
v1|116615374410|416854575124,2025 HP Laptop Computer 14 Quad-Core Intel Processor 16GB RAM 628GB Storage,13193.991,USD,New,1000,,,https://i.ebayimg.com/images/g/VnUAAOSwjRtoLjwZ/s-l225.jpg,hellogoodlife1,17816,,US,0.0
v1|267099937275|0,"Acer Aspire 3 14""Notebook FHD Intel i3-N305 8GB RAM 128GB SSD 1.8GHz Refurbished",7258.40301,USD,Certified - Refurbished,2000,,,https://i.ebayimg.com/images/g/VtAAAeSwsYppJMvC/s-l225.jpg,acer,92044,,US,0.0
v1|205706652006|0,"HP - Victus 15.6"" 144Hz Full HD Gaming Laptop - Intel Core i5 13420H 2023 - 8...",20495.09301,USD,New,1000,,,https://i.ebayimg.com/images/g/cJ0AAeSw3H1pPDnX/s-l225.jpg,best_buy,909688,,US,0.0
v1|326569555491|0,"Dell Latitude 7420 14"" Laptop i5-11th Gen-16GB Ram-NEW 1TB NVME SSD, Win 11 Pro",13620.981,USD,Excellent - Refurbished,2010,,,https://i.ebayimg.com/images/g/KsEAAOSwxVVoG9fr/s-l225.jpg,firstworldmed,4593,,US,0.0
v1|396320750534|0,"CHUWI- 14.1"" Laptop - Intel Celeron 2.8GH- 8GB Memory - 256GB SSD-HDMI Gray",7650.80682,USD,New,1000,,,https://i.ebayimg.com/images/g/ZysAAOSwXDpmIQcg/s-l225.jpg,chuwiofficial,474,,US,0.0
v1|306551576659|0,LENOVO THINKPAD P70 17” i7 6700HQ 2.6GHz 32GB RAM 1TB+256GB NVIDIA Quadro M600M,11059.041,USD,Used,3000,,,https://i.ebayimg.com/images/g/dJYAAeSwYdBo8Cds/s-l225.jpg,technologyglobal1989,1748,,US,8.0
v1|227101470332|0,Dell Latitude 5520 Laptop - 2.6 GHz Core i5-1145G7 16GB 512GB - Touchscreen,8881.392,USD,Used,3000,,,https://i.ebayimg.com/images/g/qcsAAOSw2zpjwbwo/s-l225.jpg,thelaptopbarn,54762,,US,0.0
v1|256499495813|0,Dell Vostro 3590 Business Laptop 15.6” Core i7 16GB RAM 512GB SSD Windows 11 Pro,14273.421719999998,USD,Very Good - Refurbished,2020,,,https://i.ebayimg.com/images/g/ZzcAAeSwqGxpOl5A/s-l225.jpg,discountcomputerdepot,145604,,US,0.0
v1|116290340728|0,"~CD/DVD BURNER~ 14"" HP ProBook Laptop PC: Intel i5! 16GB RAM - 256GB SSD! Win 10",8101.70826,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/rN8AAOSwiX5oJ1~g/s-l225.jpg,rinuvo,10364,,US,0.0
v1|205568149791|0,"Lenovo - IdeaPad Slim 3i 15.6"" Full HD Laptop - Intel Core i3-N305 2023 - 8GB...",10674.32301,USD,New,1000,,,https://i.ebayimg.com/images/g/hKEAAeSwLWJpPp2S/s-l225.jpg,best_buy,909688,,US,0.0
v1|297733605953|0,"HP ProBook x360 11 G2  11.6"" Touchscreen, i5, 8GB, 128GB SSD **See Description**",2049.5519999999997,USD,Used,3000,,,https://i.ebayimg.com/images/g/aXMAAOSw38tmzL2e/s-l225.jpg,hawk_line,35228,,US,0.0
v1|256960845305|0,"Acer Aspire AI 14-14"" Touchscreen Laptop Intel Core Ultra 5 16GB 1TB Refurbished",17079.17301,USD,Certified - Refurbished,2000,,,https://i.ebayimg.com/images/g/eOgAAeSw1aZpJNQ2/s-l225.jpg,acer,92044,,US,0.0
v1|187839295414|0,"Lenovo IdeaPad Flex 5 14"" FHD+ Chrome 14IAU7 Laptop i3-1315U 8GB RAM 256GB Ob A",7472.325,USD,Open box,1500,,,https://i.ebayimg.com/images/g/V-wAAeSwKP1okh8b/s-l225.jpg,swellcells,14703,,US,0.0
v1|334697369283|543850591322,"Apple Macbook Air 13"" Laptop - i5 8GB RAM 256GB SSD - MacOS Big Sur - Warranty",6831.41301,USD,Used,3000,,,https://i.ebayimg.com/images/g/n88AAOSwQstnQBgQ/s-l225.jpg,meepo-tek,9309,,US,0.0
v1|356564038856|0,"Microsoft Surface Laptop 3 13.5"" Touch Intel i7-1065G7 16GB 256GB SSD - Black",10247.33301,USD,Used,3000,,,https://i.ebayimg.com/images/g/TiYAAOSwNu5nrReQ/s-l225.jpg,bigdeals,454320,,US,0.0
v1|336247686147|545787376343,Lenovo ThinkPad T14 Touchscreen Laptop Intel Core i7 4.90 GHz 48GB RAM 4TB SSD,14859.251999999999,USD,Very Good - Refurbished,2020,,,https://i.ebayimg.com/images/g/xGsAAeSw~eNpHMJp/s-l225.jpg,aaa_pcs,6720,,US,0.0
v1|167957229535|0,"HP EliteBook 845 G8 14"" FHD AMD Ryzen 5 PRO 5650U 16GB 256GB SSD W11P Laptop SL",9351.081,USD,Very Good - Refurbished,2020,,,https://i.ebayimg.com/images/g/1gEAAeSwylhpPxXq/s-l225.jpg,prycedin,75444,,US,0.0
v1|157500051257|0,"Lenovo ThinkPad X1 Carbon Gen 9 14"" i5-1145G7 2.6GHz 16GB RAM 512GB SSD Win 11",15371.21301,USD,Very Good - Refurbished,2020,,,https://i.ebayimg.com/images/g/uYUAAeSwGGJpJjo1/s-l225.jpg,smgusa,4104,,US,0.0
v1|297629946910|0,"Dell Latitude 5520 Laptop - 2.6 GHz i5-1145G7 16GB 512GB 15.6"" Touchscreen - SP",8497.100999999999,USD,Used,3000,,,https://i.ebayimg.com/images/g/qcsAAOSw2zpjwbwo/s-l225.jpg,thelaptopbarn,54762,,US,0.0
v1|236522492672|0,Lenovo ThinkPad X1 Carbon Gen 8 14'' (512GB SSD Intel Core i7-1355U 3.7GHz 16GB),19176.1209,USD,Excellent - Refurbished,2010,,,https://i.ebayimg.com/images/g/2TsAAeSwGjtpPIU6/s-l225.jpg,maxbacksales,11772,,US,0.0
v1|326318740910|0,"Dell Latitude Laptop 5480 14"" Intel i7, 16GB, 256GB SSD, Win 11 Pro, WI-FI, Cam",8497.100999999999,USD,Very Good - Refurbished,2020,,,https://i.ebayimg.com/images/g/R0oAAeSwt3lpJ2q9/s-l225.jpg,firstworldmed,4593,,US,0.0
v1|354923916127|0,"[90% NEW] ACEMAGIC 15.6"" Laptop Intel N97 16GB DDR4 RAM 512GB SSD WIFI win11 Pro",8112.3830100000005,USD,Certified - Refurbished,2000,,,https://i.ebayimg.com/images/g/X1cAAOSwnRhnbn5g/s-l225.jpg,kamrui_outlet_store,1528,,US,0.0
v1|167753327960|0,"HP OmniBook X AI 14-fe0013dx 14"" Touch Elite X1E-78-100 16GB 1TB SSD W11 Laptop",17933.579999999998,USD,Very Good - Refurbished,2020,,,https://i.ebayimg.com/images/g/1iIAAeSwYNZpPOwl/s-l225.jpg,prycedin,75444,,US,0.0
v1|116039412507|416199719162,"Dell Chromebook 3100 11.6"" Intel core 2.60GHz 4GB RAM 32GB eMMC Bluetooth Webcam",3628.9880099999996,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/cfgAAeSwdeNo6p4o/s-l225.jpg,jetpaltd,3313,,US,0.0
v1|205814283029|0,"ASUS - Vivobook 14 14"" FHD Laptop - Intel Core 5 120U with 8GB Memory - 256GB...",14090.24301,USD,New,1000,,,https://i.ebayimg.com/images/g/2FMAAeSwLPFpNyhY/s-l225.jpg,best_buy,909688,,US,0.0
v1|205568149981|0,"HP - 14"" Laptop - Intel Celeron N4500 2021 - 4GB Memory - 64GB eMMC - Snowfla...",8539.37301,USD,New,1000,,,https://i.ebayimg.com/images/g/~OgAAeSwR6BpPDl6/s-l225.jpg,best_buy,909688,,US,0.0
v1|256195038210|0,"Acer Aspire 3 15.6"" Laptop AMD Ryzen3 7320U 2.4GHz 8GB RAM 128GB SSD Refurbished",8539.37301,USD,Certified - Refurbished,2000,,,https://i.ebayimg.com/images/g/1mwAAOSwYKZnYJYg/s-l225.jpg,acer,92044,,US,0.0
v1|146927760267|445475009141,2025 Lenovo IdeaPad Laptop 15.6 Touch 10-Core Intel i5 Upto 40GB RAM 2TB SSD Pro,18744.861,USD,New,1000,,,https://i.ebayimg.com/images/g/muQAAeSw4ulo1FV5/s-l225.jpg,hellogoodlife1,17816,,US,0.0
v1|297769778411|0,Dell Latitude 3190 2-in-1 Laptop Pentium N5030 8GB RAM 256GB SSD Win 11 Pro,4099.103999999999,USD,Used,3000,,,https://i.ebayimg.com/images/g/SG0AAeSwo5ZpGzV-/s-l225.jpg,hawk_line,35228,,US,0.0
v1|286245993418|0,HP ZBook Firefly 14 G8 Laptop 14” FHD Core i5-1145G7 16GB RAM 512GB SSD Win 11,12318.23451,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/IWgAAeSwYOFpOotq/s-l225.jpg,discountcomputerdepot,145604,,US,0.0
v1|335462458874|0,"Windows 10 PRO Laptop Notebook PC Computer Dual core, 4GB Ram, 250GB HDD DVDRW",4227.201,USD,Used,3000,,,https://i.ebayimg.com/images/g/G7wAAOSwg29mfvBF/s-l225.jpg,ticktock1-2-3,52795,,US,0.0
v1|365872744050|635648291592,"15.6 IPS FHD-Laptop, 8/16GB RAM 256GB/512GB/1TB SSD Intel Pentium Quad Core N100",8966.36301,USD,Open box,1500,,,https://i.ebayimg.com/images/g/E~EAAeSw6~Vodc9e/s-l225.jpg,nimooutlet,73,,US,0.0
v1|127468255645|0,"Dell Chromebook 3100 (11.6"", Intel Celeron, 4GB RAM, 16GB, ChromeOS)  NO Charger",1109.7470099999998,USD,Used,3000,,,https://i.ebayimg.com/images/g/te4AAeSw9pJoYIPI/s-l225.jpg,a-all-limo2000,3433,,US,0.0
v1|376662838194|0,"SGIN 17.3"" Laptop Notebook Windows 11 4GB RAM 128GB SSD Celeron Quad-Core 2.5Ghz",8454.402,USD,New,1000,,,https://i.ebayimg.com/images/g/iUsAAeSwGK5pBJhp/s-l225.jpg,ysd_20_53,220,,US,0.0
v1|257114279814|0,Dell Latitude 9520 Touch 15.6” FHD Laptop Core i5 16GB RAM 512GB SSD Win 11 Pro,14090.24301,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/g7IAAeSwa5ppOnWh/s-l225.jpg,discountcomputerdepot,145604,,US,0.0
v1|127493516256|0,"Dell Latitude 14"" FHD Touch •i5 7th •8GB •512GB SSD •Win11 + Office Activated ✅",7899.315,USD,Used,3000,,,https://i.ebayimg.com/images/g/g7AAAeSwC6dpF1C5/s-l225.jpg,alextop114,79,,US,0.0
v1|388980740791|0,"Dell Latitude 5510 (15.6"", 16GB, 256GB SSD, i5-10310U 1.70GHz) Win11P, Silver",11229.837,USD,Excellent - Refurbished,2010,,,https://i.ebayimg.com/images/g/yCoAAeSw6W5oyxUu/s-l225.jpg,wisetekmarket-ca,7319,,US,0.0
v1|127367969486|0,"HP 15-fd0130wm 15.6"" FHD Touchscreen i3-N305 1.8GHz Intel UHD Graphics 8GB RAM",9222.984,USD,Open box,1500,,,https://i.ebayimg.com/images/g/fB4AAeSwMf9pFd1m/s-l225.jpg,vipoutlet,567840,,US,0.0
v1|236305861697|0,"Microsoft Surface Laptop 4 (15"") i7-1185G7, 16GB RAM, 256GB SSD - Good",12809.273009999999,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/k0sAAeSwCCZosd5h/s-l225.jpg,synergyindustrial,63457,,US,0.0
v1|197449078373|0,"HP - 17.3"" Full HD Laptop - AMD Ryzen 5 7520U 2023 - 8GB Memory - 512GB SSD -...",18360.14301,USD,New,1000,,,https://i.ebayimg.com/images/g/c6EAAeSwoYRpPDmE/s-l225.jpg,best_buy,909688,,US,0.0
v1|167797816741|0,"Asus Vivobook S14 S5406SA 14"" WUXGA OLED Intel Ultra 7 258V 32GB 1TB W11H Laptop",29633.106,USD,Certified - Refurbished,2000,,,https://i.ebayimg.com/images/g/3h0AAeSw20VpP43B/s-l225.jpg,prycedin,75444,,US,0.0
v1|146416413593|445223714311,"2025 ASUS Vivobook 14"" FHD Laptop, 6-Core Intel i3 Up to 40GB RAM 2TB SSD WinPro",20025.831,USD,New,1000,,,https://i.ebayimg.com/images/g/5nUAAOSwwaRnmTvJ/s-l225.jpg,hellogoodlife1,17816,,US,0.0
v1|297743358190|0,"HP ProBook 640 G1 14"" Intel Core i5-4300M @2.60GHz 8GB RAM 128GB SSD",2517.10605,USD,Used,3000,,,https://i.ebayimg.com/images/g/5cYAAeSw2FtpDfUr/s-l225.jpg,hawk_line,35228,,US,0.0
v1|389185982384|0,MICROSOFT SURFACE PRO 7 1866 i5 1035G4 8GB 256GB W11P-W/Keyboard-SEE PHOTOS,10460.82801,USD,Used,3000,,,https://i.ebayimg.com/images/g/yaUAAOSwXe5msnRp/s-l225.jpg,cdrglobal,20346,,US,0.0
v1|336341578806|0,"Dell 14"" 7490 16GB DDR4 NEW 512GB SSD Core i5 8th gen Windows 11 pro Touchscreen",10674.32301,USD,Open box,1500,,,https://i.ebayimg.com/images/g/V3QAAeSw2mhpG8kc/s-l225.jpg,tech-mz,161,,US,0.0
v1|127437921676|0,Dell Gaming Laptop Intel i7- 16GB RAM   500GB SSD Drive Windows 11 Office,12767.001,USD,Used,3000,,,https://i.ebayimg.com/images/g/CRoAAeSwYoto8yPC/s-l225.jpg,bitramsolutions,1067,,US,0.0
v1|355847746302|0,"【90% New】ACEMAGIC Laptop 17.3"" FHD Netbook Intel N97 16GB RAM 512GB M.2 SSD WiFi",9351.081,USD,Certified - Refurbished,2000,,,https://i.ebayimg.com/images/g/9RMAAOSwcldmiVx-/s-l225.jpg,kamrui_outlet_store,1528,,US,0.0
v1|306417071155|0,"ASUS Vivobook 14 14"" FHD Laptop Intel Core i5-1334U 12GB RAM 256GB SSD Blue New",13661.545049999999,USD,New,1000,,,https://i.ebayimg.com/images/g/lssAAeSwe3BohRDa/s-l225.jpg,ultimate_us_electronics,16123,,US,0.0
v1|296584849936|0,"ASUS VivoBook 16"" WUXGA Notebook Intel Core i7-13620H 16GB DDR4 RAM 512GB SSD",20068.10301,USD,New,1000,,,https://i.ebayimg.com/images/g/Gc4AAeSwQ~Fo3FLp/s-l225.jpg,antonline,342905,,US,0.0
v1|257067305229|0,"MSI Thin 15 B13VF-2830US 15.6"" Gaming Laptop i5-13420H 4060 16GB 512GB Win11",29846.601,USD,Certified - Refurbished,2000,,,https://i.ebayimg.com/images/g/mtcAAeSwcLppOHEC/s-l225.jpg,starlit_partner,12435,,US,0.0
v1|227114920528|0,Lenovo ThinkPad L13 Intel i5-10210U 1.6 GHz 8GB RAM 256GB NVME Win 11 - D Grade,2946.2309999999998,USD,Used,3000,,,https://i.ebayimg.com/images/g/O34AAOSwOPJoTIS3/s-l225.jpg,computerspluswv,724,,US,0.0
v1|357885403108|0,"Asus Chromebook Flip 14"" Touchscreen i3 1.80GHz/8GB/128GB SSD (Silver) CX5400FM",4047.4382100000003,USD,Used,3000,,,https://i.ebayimg.com/images/g/1aoAAeSwMFNpE1xV/s-l225.jpg,tekdeals,58821,,US,0.0
v1|297540864595|0,"Lenovo LOQ-E 15.6"" 144Hz RTX 3050 Intel i5-12450HX 16GB RAM 512GB SSD AI Laptop",22203.05301,USD,New,1000,,,https://i.ebayimg.com/images/g/pMsAAeSwSz1onsB~/s-l225.jpg,antonline,342905,,US,0.0
v1|235992668080|0,"Dell Latitude 5420 Laptop - 2.4 GHz i5-1135G7 16GB 256GB SSD Webcam 14""",8497.100999999999,USD,Used,3000,,,https://i.ebayimg.com/images/g/HF0AAOSw~Dlj93~L/s-l225.jpg,thelaptopbarn,54762,,US,0.0
v1|227127884203|0,"ThinkPad X230, i5-2.6GHz, 8GB RAM, Charger, Dock($20 discount without), Win10Pro",5123.88,USD,Used,3000,,,https://i.ebayimg.com/images/g/-dsAAeSwQzNpO0tn/s-l225.jpg,yrusoazn,70,,US,
v1|396842648655|0,"HP EliteBook x360 G8 14"" Touch Intel i7-1185G7 16GB 256GB SSD W10 Laptop",13428.40851,USD,Used,3000,,,https://i.ebayimg.com/images/g/ei0AAeSwJbpobwT3/s-l225.jpg,kaltech_electronics,1222,,US,0.0
v1|286367499892|0,Dell Latitude 7420 Laptop 14” FHD Core i7 16GB RAM 512GB SSD Windows 11 HDMI,14427.13812,USD,Excellent - Refurbished,2010,,,https://i.ebayimg.com/images/g/j~kAAeSwR3ppO7QP/s-l225.jpg,discountcomputerdepot,145604,,US,0.0
v1|388487927700|0,"Dell laptop Latitude 7480 14"" I5-6Gen 16GB 256GB SSD Win 11 Pro WIFI",8065.414109999999,USD,Very Good - Refurbished,2020,,,https://i.ebayimg.com/images/g/BQoAAOSwwypoOLOL/s-l225.jpg,at.services,1165,,US,0.0
v1|227113263812|0,Dell Latitude 7420 – Intel Core i7 | 16GB RAM | 512GB SSD | 14” Touch | Win 11,9820.34301,USD,Used,3000,,,https://i.ebayimg.com/images/g/vz4AAeSwg8FpDKaK/s-l225.jpg,techetech,455,,US,0.0
v1|357885403108|0,"Asus Chromebook Flip 14"" Touchscreen i3 1.80GHz/8GB/128GB SSD (Silver) CX5400FM",4047.4382100000003,USD,Used,3000,,,https://i.ebayimg.com/images/g/1aoAAeSwMFNpE1xV/s-l225.jpg,tekdeals,58821,,US,0.0
v1|297778435393|0,"Lenovo LOQ 15.6"" FHD 144Hz AMD Ryzen 7 250 16GB RAM 512GB GeForce RTX 5060",38428.67301,USD,New,1000,,,https://i.ebayimg.com/images/g/ILUAAeSwiWBpMmk5/s-l225.jpg,antonline,342905,,US,0.0
v1|297540864595|0,"Lenovo LOQ-E 15.6"" 144Hz RTX 3050 Intel i5-12450HX 16GB RAM 512GB SSD AI Laptop",22203.05301,USD,New,1000,,,https://i.ebayimg.com/images/g/pMsAAeSwSz1onsB~/s-l225.jpg,antonline,342905,,US,0.0
v1|376688216787|0,"Asus Touch Chromebook Flip 14"" i3 1.80GHz/8GB/128GB SSD - CX5400FM w/Warranty",6148.22901,USD,Very Good - Refurbished,2020,,,https://i.ebayimg.com/images/g/TW4AAeSww9xpE1tG/s-l225.jpg,tekdeals,58821,,US,0.0
v1|306650078902|0,"Dell Latitude 5290 2-in-1 12.3"" WUXGA Touch i3-8130U 4GB 256GB SSD IR Cam W11Pro",5081.181,USD,Very Good - Refurbished,2020,,,https://i.ebayimg.com/images/g/twwAAeSw4cVpOEem/s-l225.jpg,themaxmart,15908,,US,0.0
v1|277518618289|0,"Lenovo ThinkPad L15 RYZEN 5 PRO 5650U gen 2 15.6"" FHD 16GB 512GB NVMe Win 11Pro",12596.205,USD,Excellent - Refurbished,2010,,,https://i.ebayimg.com/images/g/6xgAAeSwexppHgK8/s-l225.jpg,go_tech_online,2195,,US,0.0
v1|306634528936|0,"Lenovo LOQ 15.6"" FHD Gaming Laptop RTX 4050 AMD Ryzen 5 7235HS 16GB RAM 512GB",27752.21505,USD,New,1000,,,https://i.ebayimg.com/images/g/ER0AAeSwvw1pK5Q6/s-l225.jpg,ultimate_us_electronics,16123,,US,0.0
v1|127532927977|0,2025 Acer Nitro V Gaming Laptop 15 165Hz RTX 5050 Intel i5-13420H 16GB RAM 512GB,29460.17505,USD,New,1000,,,https://i.ebayimg.com/images/g/zRoAAeSwfWJpK2Pg/s-l225.jpg,ultimate_us_electronics,16123,,US,0.0
v1|127282382612|0,"Lenovo V14 2025 G4 IRU 14""  Intel i7-13620H Business Laptop 16GB RAM 512GB SSD",18360.14301,USD,New,1000,,,https://i.ebayimg.com/images/g/FDsAAeSwnJFoo3sB/s-l225.jpg,antonline,342905,,US,0.0
v1|267047950820|0,Dell Latitude 5510 Laptop 15.6” FHD Intel Core i7 16GB RAM 512GB SSD Windows 11,12543.68523,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/J8MAAeSwnv1pO7Ls/s-l225.jpg,discountcomputerdepot,145604,,US,0.0
v1|306575580621|0,"HP Elitebook 840 G9 14"" i7-1265U 1.8GHz 16 GB RAM 512 GB SSD",12809.273009999999,USD,Used,3000,,,https://i.ebayimg.com/images/g/4NMAAeSwjSZpA8KZ/s-l225.jpg,luckywolf29,50543,,US,0.0
v1|286895962055|0,"Lenovo ThinkPad T14 14"" Intel Core i7 4.8GHz 32GB 512GB SSD Win11 Touch Screen",16225.193009999999,USD,Very Good - Refurbished,2020,,,https://i.ebayimg.com/images/g/IsMAAeSwfNxo7Uxn/s-l225.jpg,highland-performance-systems,11171,,US,0.0
v1|126480962681|0,"Lenovo LOQ-E 15.6"" 144Hz Gaming Laptop i5-12450HX 16GB RAM 512GB SSD RTX 3050",23057.03301,USD,New,1000,,,https://i.ebayimg.com/images/g/YxEAAeSw3chozdol/s-l225.jpg,antonline,342905,,US,0.0
v1|227132864434|0,Lenovo ThinkBook 15 G2 ITL Laptop i5-1135G7 2.4GHZ No SSD/OS *white spot*,6191.355,USD,Used,3000,,,https://i.ebayimg.com/images/g/cvYAAeSwlJ9pQAue/s-l225.jpg,earecycling,1487,,US,14.24
v1|293606775830|594826435927,"NEW HP 14"" Intel N150 3.6GHz Turbo 4GB RAM 128GB SSD Windows 11 + MS Office 365",8025.277049999999,USD,New,1000,,,https://i.ebayimg.com/images/g/iQgAAOSwRNJoB~Je/s-l225.jpg,endeardistributors,78667,,US,0.0
v1|376625140078|0,"Dell Latitude 7420 14"" i7-1185G7 3.00GHz/16GB/512GB SSD P135G001 - w/Warranty",9701.63979,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/228AAeSwPPJo8CUI/s-l225.jpg,tekdeals,58821,,US,0.0
v1|354615329816|0,"Dell Touchscreen Chromebook 3100 11.6"" Celeron 1.1GHz/4GB/32GB SSD - P30T001",1665.261,USD,Used,3000,,,https://i.ebayimg.com/images/g/9boAAOSwa1hoNyFQ/s-l225.jpg,tekdeals,58821,,US,0.0
v1|127557695237|0,"Lenovo IdeaPad 15.6"" FHD Laptop Intel Core i5-1335U 16GB RAM 256GB SSD Gray New",15796.49505,USD,New,1000,,,https://i.ebayimg.com/images/g/BFMAAeSwUdlpO2ks/s-l225.jpg,ultimate_us_electronics,16123,,US,0.0
v1|127476849200|0,Dell Latitude 5420 Quad Core i5 16GB 256GB SSD Windows 11 **One Year Warranty**,9773.374109999999,USD,Excellent - Refurbished,2010,,,https://i.ebayimg.com/images/g/hFIAAeSwoS1pEhnD/s-l225.jpg,rtrcomputers,8864,,US,0.0
v1|205558911932|0,"Lenovo Ideapad 5x 14"" OLED 2-in-1 Touch Snapdragon X Plus 16GB 1TB SSD w/ Pen",21306.801,USD,Open box,1500,,,https://i.ebayimg.com/images/g/k40AAOSwAAxoTL-i/s-l225.jpg,zacks-silo,4783,,US,0.0
v1|136851370440|0,Dell Latitude 5290 i5 CPU 16GB RAM 236Gb SSD new genuine dell battery win11 pro,3800.211,USD,Used,3000,,,https://i.ebayimg.com/images/g/Jr8AAeSwNu5pQA9G/s-l225.jpg,cort97,857,,US,0.0
v1|186820194675|0,"Dell Latitude 5420 14"" Core i7 1185G7 3GHz 32GB RAM 1TB SSD Win 11 Pro",14731.154999999999,USD,Very Good - Refurbished,2020,,,https://i.ebayimg.com/images/g/RTcAAOSw-FVnTPiz/s-l225.jpg,pioneer-surplus,8366,,US,0.0
v1|267511793791|0,"BRAND NEW SEALED FHD Asus 15.6"" Laptop Intel Core 5 120U 16GB 512GB SSD Win 11",16224.766020000001,USD,New,1000,,,https://i.ebayimg.com/images/g/5hQAAeSwPMtpO5gZ/s-l225.jpg,olafscollectibles,1649,,US,0.01
v1|326656992094|0,"Dell Latitude 7410 14"" i5-10310U, 16GB, 256GB NVME SSD, Webcam Windows 11 Pro",9778.071,USD,Excellent - Refurbished,2010,,,https://i.ebayimg.com/images/g/dxsAAOSwCNhoWvYf/s-l225.jpg,firstworldmed,4593,,US,0.0
v1|227127756177|0,HP EliteBook Laptop Computer PC 14 Core i7 16GB RAM 512GB Windows 11 Pro OFFICE!,11096.616119999999,USD,Used,3000,,,https://i.ebayimg.com/images/g/teMAAeSwSVVpOykD/s-l225.jpg,laptopcaretx,4643,,US,0.0
v1|116817877794|0,"15.6"" HP ProBook Laptop PC: Intel i5-8250U! 16GB RAM, 480GB SSD! CD/DVD Burner!",11399.35203,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/YJUAAeSwT25o5o-b/s-l225.jpg,rinuvo,10364,,US,0.0
v1|397307074681|0,"Dell Latitude 3520 15.6"" HD Laptop Intel Core i5-1135G7 2.40GH 16GB 256GB Win11P",8539.37301,USD,Used,3000,,,https://i.ebayimg.com/images/g/VAoAAeSwAgFpIfVD/s-l225.jpg,retek515,333,,US,0.0
v1|266441459811|0,Dell Latitude 3410 Laptop 14” Core i3 8GB RAM 256GB SSD Windows 11 Pro HDMI,8026.13103,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/gFoAAeSwULxpOoFF/s-l225.jpg,discountcomputerdepot,145604,,US,0.0
v1|387502998584|0,"HP Elitebook 830 G8 Laptop Intel Core i7-1185G7 32GB 512GB 13.3"" FHD Touch W11P",18787.133009999998,USD,Excellent - Refurbished,2010,,,https://i.ebayimg.com/images/g/X0MAAeSwO9ppDj1G/s-l225.jpg,newegg,1054761,,US,0.0
v1|116345882068|416605981305,2024 HP Laptop Computer 14 4-Core Intel Processor 16GB RAM Office 365 AI-Copilot,11323.7748,USD,New,1000,,,https://i.ebayimg.com/images/g/06sAAOSwy7hm~sau/s-l225.jpg,hellogoodlife1,17816,,US,0.0
v1|277327844188|0,"Acer Chromebook Plus 514 14"" Laptop Intel i3-N305 8GB RAM 512GB SSD Refurbished",8539.37301,USD,Certified - Refurbished,2000,,,https://i.ebayimg.com/images/g/nogAAeSw~M1pHM0u/s-l225.jpg,acer,92044,,US,0.0
v1|254855107832|0,"Lenovo ThinkPad X1 Carbon 14"" Business Laptop Core i5 8GB RAM 256GB SSD Win 11",8564.138429999999,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/9U4AAeSwyt1pOnG5/s-l225.jpg,discountcomputerdepot,145604,,US,0.0
v1|256628873222|0,"Microsoft Surface PRO 6 12.3"" Touch Laptop Core i5 8GB RAM 256GB SSD Windows 11",10447.16433,USD,Good - Refurbished,2030,,,https://i.ebayimg.com/images/g/asEAAeSwRStpOQZd/s-l225.jpg,discountcomputerdepot,145604,,US,0.0
